id,document_family,record_id,template_variant,tamper_type,final_label,cnn_label,image_path,label_path
family_b_003601_format_invalid,family_b,3158b2ff1ae0b701,v1,format_invalid,forged,genuine,images/family_b/family_b_003601_format_invalid.png,labels/family_b_003601_format_invalid.json
family_b_003602_field_missing,family_b,3158b2ff1ae0b701,v1,field_missing,forged,genuine,images/family_b/family_b_003602_field_missing.png,labels/family_b_003602_field_missing.json
family_b_003603_fine_grained_edit,family_b,3158b2ff1ae0b701,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_003603_fine_grained_edit.png,labels/family_b_003603_fine_grained_edit.json
family_b_003604_coordinated_full_forgery,family_b,3158b2ff1ae0b701,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003604_coordinated_full_forgery.png,labels/family_b_003604_coordinated_full_forgery.json
family_b_003605_visual_splice,family_b,3158b2ff1ae0b701,v1,visual_splice,forged,forged,images/family_b/family_b_003605_visual_splice.png,labels/family_b_003605_visual_splice.json
family_b_003606_visual_splice,family_b,3158b2ff1ae0b701,v1,visual_splice,forged,forged,images/family_b/family_b_003606_visual_splice.png,labels/family_b_003606_visual_splice.json
family_b_003607_visual_splice,family_b,3158b2ff1ae0b701,v1,visual_splice,forged,forged,images/family_b/family_b_003607_visual_splice.png,labels/family_b_003607_visual_splice.json
family_b_003608_genuine,family_b,e5ad2f1a4c9aceb2,v1,genuine,genuine,genuine,images/family_b/family_b_003608_genuine.png,labels/family_b_003608_genuine.json
family_b_003609_text_qr_mismatch,family_b,e5ad2f1a4c9aceb2,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_003609_text_qr_mismatch.png,labels/family_b_003609_text_qr_mismatch.json
family_b_003610_qr_only_mismatch,family_b,e5ad2f1a4c9aceb2,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_003610_qr_only_mismatch.png,labels/family_b_003610_qr_only_mismatch.json
family_b_003611_checksum_invalid,family_b,e5ad2f1a4c9aceb2,v1,checksum_invalid,forged,genuine,images/family_b/family_b_003611_checksum_invalid.png,labels/family_b_003611_checksum_invalid.json
family_b_003612_format_invalid,family_b,e5ad2f1a4c9aceb2,v1,format_invalid,forged,genuine,images/family_b/family_b_003612_format_invalid.png,labels/family_b_003612_format_invalid.json
family_b_003613_field_missing,family_b,e5ad2f1a4c9aceb2,v1,field_missing,forged,genuine,images/family_b/family_b_003613_field_missing.png,labels/family_b_003613_field_missing.json
family_b_003614_fine_grained_edit,family_b,e5ad2f1a4c9aceb2,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_003614_fine_grained_edit.png,labels/family_b_003614_fine_grained_edit.json
family_b_003615_coordinated_full_forgery,family_b,e5ad2f1a4c9aceb2,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003615_coordinated_full_forgery.png,labels/family_b_003615_coordinated_full_forgery.json
family_b_003616_visual_splice,family_b,e5ad2f1a4c9aceb2,v1,visual_splice,forged,forged,images/family_b/family_b_003616_visual_splice.png,labels/family_b_003616_visual_splice.json
family_b_003617_visual_splice,family_b,e5ad2f1a4c9aceb2,v1,visual_splice,forged,forged,images/family_b/family_b_003617_visual_splice.png,labels/family_b_003617_visual_splice.json
family_b_003618_visual_splice,family_b,e5ad2f1a4c9aceb2,v1,visual_splice,forged,forged,images/family_b/family_b_003618_visual_splice.png,labels/family_b_003618_visual_splice.json
family_b_003619_genuine,family_b,0033e65b677f307b,v1,genuine,genuine,genuine,images/family_b/family_b_003619_genuine.png,labels/family_b_003619_genuine.json
family_b_003620_text_qr_mismatch,family_b,0033e65b677f307b,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_003620_text_qr_mismatch.png,labels/family_b_003620_text_qr_mismatch.json
family_b_003621_qr_only_mismatch,family_b,0033e65b677f307b,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_003621_qr_only_mismatch.png,labels/family_b_003621_qr_only_mismatch.json
family_b_003622_checksum_invalid,family_b,0033e65b677f307b,v1,checksum_invalid,forged,genuine,images/family_b/family_b_003622_checksum_invalid.png,labels/family_b_003622_checksum_invalid.json
family_b_003623_format_invalid,family_b,0033e65b677f307b,v1,format_invalid,forged,genuine,images/family_b/family_b_003623_format_invalid.png,labels/family_b_003623_format_invalid.json
family_b_003624_field_missing,family_b,0033e65b677f307b,v1,field_missing,forged,genuine,images/family_b/family_b_003624_field_missing.png,labels/family_b_003624_field_missing.json
family_b_003625_fine_grained_edit,family_b,0033e65b677f307b,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_003625_fine_grained_edit.png,labels/family_b_003625_fine_grained_edit.json
family_b_003626_coordinated_full_forgery,family_b,0033e65b677f307b,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003626_coordinated_full_forgery.png,labels/family_b_003626_coordinated_full_forgery.json
family_b_003627_visual_splice,family_b,0033e65b677f307b,v1,visual_splice,forged,forged,images/family_b/family_b_003627_visual_splice.png,labels/family_b_003627_visual_splice.json
family_b_003628_visual_splice,family_b,0033e65b677f307b,v1,visual_splice,forged,forged,images/family_b/family_b_003628_visual_splice.png,labels/family_b_003628_visual_splice.json
family_b_003629_visual_splice,family_b,0033e65b677f307b,v1,visual_splice,forged,forged,images/family_b/family_b_003629_visual_splice.png,labels/family_b_003629_visual_splice.json
family_b_003630_genuine,family_b,f16e04d48be723ea,v2,genuine,genuine,genuine,images/family_b/family_b_003630_genuine.png,labels/family_b_003630_genuine.json
family_b_003631_text_qr_mismatch,family_b,f16e04d48be723ea,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_003631_text_qr_mismatch.png,labels/family_b_003631_text_qr_mismatch.json
family_b_003632_qr_only_mismatch,family_b,f16e04d48be723ea,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_003632_qr_only_mismatch.png,labels/family_b_003632_qr_only_mismatch.json
family_b_003633_checksum_invalid,family_b,f16e04d48be723ea,v2,checksum_invalid,forged,genuine,images/family_b/family_b_003633_checksum_invalid.png,labels/family_b_003633_checksum_invalid.json
family_b_003634_format_invalid,family_b,f16e04d48be723ea,v2,format_invalid,forged,genuine,images/family_b/family_b_003634_format_invalid.png,labels/family_b_003634_format_invalid.json
family_b_003635_field_missing,family_b,f16e04d48be723ea,v2,field_missing,forged,genuine,images/family_b/family_b_003635_field_missing.png,labels/family_b_003635_field_missing.json
family_b_003636_fine_grained_edit,family_b,f16e04d48be723ea,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_003636_fine_grained_edit.png,labels/family_b_003636_fine_grained_edit.json
family_b_003637_coordinated_full_forgery,family_b,f16e04d48be723ea,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003637_coordinated_full_forgery.png,labels/family_b_003637_coordinated_full_forgery.json
family_b_003638_visual_splice,family_b,f16e04d48be723ea,v2,visual_splice,forged,forged,images/family_b/family_b_003638_visual_splice.png,labels/family_b_003638_visual_splice.json
family_b_003639_visual_splice,family_b,f16e04d48be723ea,v2,visual_splice,forged,forged,images/family_b/family_b_003639_visual_splice.png,labels/family_b_003639_visual_splice.json
family_b_003640_visual_splice,family_b,f16e04d48be723ea,v2,visual_splice,forged,forged,images/family_b/family_b_003640_visual_splice.png,labels/family_b_003640_visual_splice.json
family_b_003641_genuine,family_b,a5396e7145761f3b,v1,genuine,genuine,genuine,images/family_b/family_b_003641_genuine.png,labels/family_b_003641_genuine.json
family_b_003642_text_qr_mismatch,family_b,a5396e7145761f3b,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_003642_text_qr_mismatch.png,labels/family_b_003642_text_qr_mismatch.json
family_b_003643_qr_only_mismatch,family_b,a5396e7145761f3b,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_003643_qr_only_mismatch.png,labels/family_b_003643_qr_only_mismatch.json
family_b_003644_checksum_invalid,family_b,a5396e7145761f3b,v1,checksum_invalid,forged,genuine,images/family_b/family_b_003644_checksum_invalid.png,labels/family_b_003644_checksum_invalid.json
family_b_003645_format_invalid,family_b,a5396e7145761f3b,v1,format_invalid,forged,genuine,images/family_b/family_b_003645_format_invalid.png,labels/family_b_003645_format_invalid.json
family_b_003646_field_missing,family_b,a5396e7145761f3b,v1,field_missing,forged,genuine,images/family_b/family_b_003646_field_missing.png,labels/family_b_003646_field_missing.json
family_b_003647_fine_grained_edit,family_b,a5396e7145761f3b,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_003647_fine_grained_edit.png,labels/family_b_003647_fine_grained_edit.json
family_b_003648_coordinated_full_forgery,family_b,a5396e7145761f3b,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003648_coordinated_full_forgery.png,labels/family_b_003648_coordinated_full_forgery.json
family_b_003649_visual_splice,family_b,a5396e7145761f3b,v1,visual_splice,forged,forged,images/family_b/family_b_003649_visual_splice.png,labels/family_b_003649_visual_splice.json
family_b_003650_visual_splice,family_b,a5396e7145761f3b,v1,visual_splice,forged,forged,images/family_b/family_b_003650_visual_splice.png,labels/family_b_003650_visual_splice.json
family_b_003651_visual_splice,family_b,a5396e7145761f3b,v1,visual_splice,forged,forged,images/family_b/family_b_003651_visual_splice.png,labels/family_b_003651_visual_splice.json
family_b_003652_genuine,family_b,4036c5db7a12e8ac,v2,genuine,genuine,genuine,images/family_b/family_b_003652_genuine.png,labels/family_b_003652_genuine.json
family_b_003653_text_qr_mismatch,family_b,4036c5db7a12e8ac,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_003653_text_qr_mismatch.png,labels/family_b_003653_text_qr_mismatch.json
family_b_003654_qr_only_mismatch,family_b,4036c5db7a12e8ac,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_003654_qr_only_mismatch.png,labels/family_b_003654_qr_only_mismatch.json
family_b_003655_checksum_invalid,family_b,4036c5db7a12e8ac,v2,checksum_invalid,forged,genuine,images/family_b/family_b_003655_checksum_invalid.png,labels/family_b_003655_checksum_invalid.json
family_b_003656_format_invalid,family_b,4036c5db7a12e8ac,v2,format_invalid,forged,genuine,images/family_b/family_b_003656_format_invalid.png,labels/family_b_003656_format_invalid.json
family_b_003657_field_missing,family_b,4036c5db7a12e8ac,v2,field_missing,forged,genuine,images/family_b/family_b_003657_field_missing.png,labels/family_b_003657_field_missing.json
family_b_003658_fine_grained_edit,family_b,4036c5db7a12e8ac,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_003658_fine_grained_edit.png,labels/family_b_003658_fine_grained_edit.json
family_b_003659_coordinated_full_forgery,family_b,4036c5db7a12e8ac,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003659_coordinated_full_forgery.png,labels/family_b_003659_coordinated_full_forgery.json
family_b_003660_visual_splice,family_b,4036c5db7a12e8ac,v2,visual_splice,forged,forged,images/family_b/family_b_003660_visual_splice.png,labels/family_b_003660_visual_splice.json
family_b_003661_visual_splice,family_b,4036c5db7a12e8ac,v2,visual_splice,forged,forged,images/family_b/family_b_003661_visual_splice.png,labels/family_b_003661_visual_splice.json
family_b_003662_visual_splice,family_b,4036c5db7a12e8ac,v2,visual_splice,forged,forged,images/family_b/family_b_003662_visual_splice.png,labels/family_b_003662_visual_splice.json
family_b_003674_genuine,family_b,ef3b2921772a42c6,v1,genuine,genuine,genuine,images/family_b/family_b_003674_genuine.png,labels/family_b_003674_genuine.json
family_b_003675_text_qr_mismatch,family_b,ef3b2921772a42c6,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_003675_text_qr_mismatch.png,labels/family_b_003675_text_qr_mismatch.json
family_b_003676_qr_only_mismatch,family_b,ef3b2921772a42c6,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_003676_qr_only_mismatch.png,labels/family_b_003676_qr_only_mismatch.json
family_b_003677_checksum_invalid,family_b,ef3b2921772a42c6,v1,checksum_invalid,forged,genuine,images/family_b/family_b_003677_checksum_invalid.png,labels/family_b_003677_checksum_invalid.json
family_b_003678_format_invalid,family_b,ef3b2921772a42c6,v1,format_invalid,forged,genuine,images/family_b/family_b_003678_format_invalid.png,labels/family_b_003678_format_invalid.json
family_b_003679_field_missing,family_b,ef3b2921772a42c6,v1,field_missing,forged,genuine,images/family_b/family_b_003679_field_missing.png,labels/family_b_003679_field_missing.json
family_b_003680_fine_grained_edit,family_b,ef3b2921772a42c6,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_003680_fine_grained_edit.png,labels/family_b_003680_fine_grained_edit.json
family_b_003681_coordinated_full_forgery,family_b,ef3b2921772a42c6,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003681_coordinated_full_forgery.png,labels/family_b_003681_coordinated_full_forgery.json
family_b_003682_visual_splice,family_b,ef3b2921772a42c6,v1,visual_splice,forged,forged,images/family_b/family_b_003682_visual_splice.png,labels/family_b_003682_visual_splice.json
family_b_003683_visual_splice,family_b,ef3b2921772a42c6,v1,visual_splice,forged,forged,images/family_b/family_b_003683_visual_splice.png,labels/family_b_003683_visual_splice.json
family_b_003684_visual_splice,family_b,ef3b2921772a42c6,v1,visual_splice,forged,forged,images/family_b/family_b_003684_visual_splice.png,labels/family_b_003684_visual_splice.json
family_b_003729_genuine,family_b,64d31cc151546eb1,v2,genuine,genuine,genuine,images/family_b/family_b_003729_genuine.png,labels/family_b_003729_genuine.json
family_b_003730_text_qr_mismatch,family_b,64d31cc151546eb1,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_003730_text_qr_mismatch.png,labels/family_b_003730_text_qr_mismatch.json
family_b_003731_qr_only_mismatch,family_b,64d31cc151546eb1,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_003731_qr_only_mismatch.png,labels/family_b_003731_qr_only_mismatch.json
family_b_003732_checksum_invalid,family_b,64d31cc151546eb1,v2,checksum_invalid,forged,genuine,images/family_b/family_b_003732_checksum_invalid.png,labels/family_b_003732_checksum_invalid.json
family_b_003733_format_invalid,family_b,64d31cc151546eb1,v2,format_invalid,forged,genuine,images/family_b/family_b_003733_format_invalid.png,labels/family_b_003733_format_invalid.json
family_b_003734_field_missing,family_b,64d31cc151546eb1,v2,field_missing,forged,genuine,images/family_b/family_b_003734_field_missing.png,labels/family_b_003734_field_missing.json
family_b_003735_fine_grained_edit,family_b,64d31cc151546eb1,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_003735_fine_grained_edit.png,labels/family_b_003735_fine_grained_edit.json
family_b_003736_coordinated_full_forgery,family_b,64d31cc151546eb1,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003736_coordinated_full_forgery.png,labels/family_b_003736_coordinated_full_forgery.json
family_b_003737_visual_splice,family_b,64d31cc151546eb1,v2,visual_splice,forged,forged,images/family_b/family_b_003737_visual_splice.png,labels/family_b_003737_visual_splice.json
family_b_003738_visual_splice,family_b,64d31cc151546eb1,v2,visual_splice,forged,forged,images/family_b/family_b_003738_visual_splice.png,labels/family_b_003738_visual_splice.json
family_b_003739_visual_splice,family_b,64d31cc151546eb1,v2,visual_splice,forged,forged,images/family_b/family_b_003739_visual_splice.png,labels/family_b_003739_visual_splice.json
family_b_003740_genuine,family_b,c9a61c2f818c6146,v2,genuine,genuine,genuine,images/family_b/family_b_003740_genuine.png,labels/family_b_003740_genuine.json
family_b_003741_text_qr_mismatch,family_b,c9a61c2f818c6146,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_003741_text_qr_mismatch.png,labels/family_b_003741_text_qr_mismatch.json
family_b_003742_qr_only_mismatch,family_b,c9a61c2f818c6146,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_003742_qr_only_mismatch.png,labels/family_b_003742_qr_only_mismatch.json
family_b_003743_checksum_invalid,family_b,c9a61c2f818c6146,v2,checksum_invalid,forged,genuine,images/family_b/family_b_003743_checksum_invalid.png,labels/family_b_003743_checksum_invalid.json
family_b_003744_format_invalid,family_b,c9a61c2f818c6146,v2,format_invalid,forged,genuine,images/family_b/family_b_003744_format_invalid.png,labels/family_b_003744_format_invalid.json
family_b_003745_field_missing,family_b,c9a61c2f818c6146,v2,field_missing,forged,genuine,images/family_b/family_b_003745_field_missing.png,labels/family_b_003745_field_missing.json
family_b_003746_fine_grained_edit,family_b,c9a61c2f818c6146,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_003746_fine_grained_edit.png,labels/family_b_003746_fine_grained_edit.json
family_b_003747_coordinated_full_forgery,family_b,c9a61c2f818c6146,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003747_coordinated_full_forgery.png,labels/family_b_003747_coordinated_full_forgery.json
family_b_003748_visual_splice,family_b,c9a61c2f818c6146,v2,visual_splice,forged,forged,images/family_b/family_b_003748_visual_splice.png,labels/family_b_003748_visual_splice.json
family_b_003749_visual_splice,family_b,c9a61c2f818c6146,v2,visual_splice,forged,forged,images/family_b/family_b_003749_visual_splice.png,labels/family_b_003749_visual_splice.json
family_b_003750_visual_splice,family_b,c9a61c2f818c6146,v2,visual_splice,forged,forged,images/family_b/family_b_003750_visual_splice.png,labels/family_b_003750_visual_splice.json
family_b_003762_genuine,family_b,bd584787a9fba13a,v2,genuine,genuine,genuine,images/family_b/family_b_003762_genuine.png,labels/family_b_003762_genuine.json
family_b_003763_text_qr_mismatch,family_b,bd584787a9fba13a,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_003763_text_qr_mismatch.png,labels/family_b_003763_text_qr_mismatch.json
family_b_003764_qr_only_mismatch,family_b,bd584787a9fba13a,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_003764_qr_only_mismatch.png,labels/family_b_003764_qr_only_mismatch.json
family_b_003765_checksum_invalid,family_b,bd584787a9fba13a,v2,checksum_invalid,forged,genuine,images/family_b/family_b_003765_checksum_invalid.png,labels/family_b_003765_checksum_invalid.json
family_b_003766_format_invalid,family_b,bd584787a9fba13a,v2,format_invalid,forged,genuine,images/family_b/family_b_003766_format_invalid.png,labels/family_b_003766_format_invalid.json
family_b_003767_field_missing,family_b,bd584787a9fba13a,v2,field_missing,forged,genuine,images/family_b/family_b_003767_field_missing.png,labels/family_b_003767_field_missing.json
family_b_003768_fine_grained_edit,family_b,bd584787a9fba13a,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_003768_fine_grained_edit.png,labels/family_b_003768_fine_grained_edit.json
family_b_003769_coordinated_full_forgery,family_b,bd584787a9fba13a,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003769_coordinated_full_forgery.png,labels/family_b_003769_coordinated_full_forgery.json
family_b_003770_visual_splice,family_b,bd584787a9fba13a,v2,visual_splice,forged,forged,images/family_b/family_b_003770_visual_splice.png,labels/family_b_003770_visual_splice.json
family_b_003771_visual_splice,family_b,bd584787a9fba13a,v2,visual_splice,forged,forged,images/family_b/family_b_003771_visual_splice.png,labels/family_b_003771_visual_splice.json
family_b_003772_visual_splice,family_b,bd584787a9fba13a,v2,visual_splice,forged,forged,images/family_b/family_b_003772_visual_splice.png,labels/family_b_003772_visual_splice.json
family_b_003784_genuine,family_b,ee0eeccdade5c007,v2,genuine,genuine,genuine,images/family_b/family_b_003784_genuine.png,labels/family_b_003784_genuine.json
family_b_003785_text_qr_mismatch,family_b,ee0eeccdade5c007,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_003785_text_qr_mismatch.png,labels/family_b_003785_text_qr_mismatch.json
family_b_003786_qr_only_mismatch,family_b,ee0eeccdade5c007,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_003786_qr_only_mismatch.png,labels/family_b_003786_qr_only_mismatch.json
family_b_003787_checksum_invalid,family_b,ee0eeccdade5c007,v2,checksum_invalid,forged,genuine,images/family_b/family_b_003787_checksum_invalid.png,labels/family_b_003787_checksum_invalid.json
family_b_003788_format_invalid,family_b,ee0eeccdade5c007,v2,format_invalid,forged,genuine,images/family_b/family_b_003788_format_invalid.png,labels/family_b_003788_format_invalid.json
family_b_003789_field_missing,family_b,ee0eeccdade5c007,v2,field_missing,forged,genuine,images/family_b/family_b_003789_field_missing.png,labels/family_b_003789_field_missing.json
family_b_003790_fine_grained_edit,family_b,ee0eeccdade5c007,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_003790_fine_grained_edit.png,labels/family_b_003790_fine_grained_edit.json
family_b_003791_coordinated_full_forgery,family_b,ee0eeccdade5c007,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003791_coordinated_full_forgery.png,labels/family_b_003791_coordinated_full_forgery.json
family_b_003792_visual_splice,family_b,ee0eeccdade5c007,v2,visual_splice,forged,forged,images/family_b/family_b_003792_visual_splice.png,labels/family_b_003792_visual_splice.json
family_b_003793_visual_splice,family_b,ee0eeccdade5c007,v2,visual_splice,forged,forged,images/family_b/family_b_003793_visual_splice.png,labels/family_b_003793_visual_splice.json
family_b_003794_visual_splice,family_b,ee0eeccdade5c007,v2,visual_splice,forged,forged,images/family_b/family_b_003794_visual_splice.png,labels/family_b_003794_visual_splice.json
family_b_003795_genuine,family_b,89757edfbbb98761,v2,genuine,genuine,genuine,images/family_b/family_b_003795_genuine.png,labels/family_b_003795_genuine.json
family_b_003796_text_qr_mismatch,family_b,89757edfbbb98761,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_003796_text_qr_mismatch.png,labels/family_b_003796_text_qr_mismatch.json
family_b_003797_qr_only_mismatch,family_b,89757edfbbb98761,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_003797_qr_only_mismatch.png,labels/family_b_003797_qr_only_mismatch.json
family_b_003798_checksum_invalid,family_b,89757edfbbb98761,v2,checksum_invalid,forged,genuine,images/family_b/family_b_003798_checksum_invalid.png,labels/family_b_003798_checksum_invalid.json
family_b_003799_format_invalid,family_b,89757edfbbb98761,v2,format_invalid,forged,genuine,images/family_b/family_b_003799_format_invalid.png,labels/family_b_003799_format_invalid.json
family_b_003800_field_missing,family_b,89757edfbbb98761,v2,field_missing,forged,genuine,images/family_b/family_b_003800_field_missing.png,labels/family_b_003800_field_missing.json
family_b_003801_fine_grained_edit,family_b,89757edfbbb98761,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_003801_fine_grained_edit.png,labels/family_b_003801_fine_grained_edit.json
family_b_003802_coordinated_full_forgery,family_b,89757edfbbb98761,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003802_coordinated_full_forgery.png,labels/family_b_003802_coordinated_full_forgery.json
family_b_003803_visual_splice,family_b,89757edfbbb98761,v2,visual_splice,forged,forged,images/family_b/family_b_003803_visual_splice.png,labels/family_b_003803_visual_splice.json
family_b_003804_visual_splice,family_b,89757edfbbb98761,v2,visual_splice,forged,forged,images/family_b/family_b_003804_visual_splice.png,labels/family_b_003804_visual_splice.json
family_b_003805_visual_splice,family_b,89757edfbbb98761,v2,visual_splice,forged,forged,images/family_b/family_b_003805_visual_splice.png,labels/family_b_003805_visual_splice.json
family_b_003806_genuine,family_b,e2467e41c32db2cd,v1,genuine,genuine,genuine,images/family_b/family_b_003806_genuine.png,labels/family_b_003806_genuine.json
family_b_003807_text_qr_mismatch,family_b,e2467e41c32db2cd,v1,text_qr_mismatch,forged,genuine,images/family_b/family_b_003807_text_qr_mismatch.png,labels/family_b_003807_text_qr_mismatch.json
family_b_003808_qr_only_mismatch,family_b,e2467e41c32db2cd,v1,qr_only_mismatch,forged,genuine,images/family_b/family_b_003808_qr_only_mismatch.png,labels/family_b_003808_qr_only_mismatch.json
family_b_003809_checksum_invalid,family_b,e2467e41c32db2cd,v1,checksum_invalid,forged,genuine,images/family_b/family_b_003809_checksum_invalid.png,labels/family_b_003809_checksum_invalid.json
family_b_003810_format_invalid,family_b,e2467e41c32db2cd,v1,format_invalid,forged,genuine,images/family_b/family_b_003810_format_invalid.png,labels/family_b_003810_format_invalid.json
family_b_003811_field_missing,family_b,e2467e41c32db2cd,v1,field_missing,forged,genuine,images/family_b/family_b_003811_field_missing.png,labels/family_b_003811_field_missing.json
family_b_003812_fine_grained_edit,family_b,e2467e41c32db2cd,v1,fine_grained_edit,forged,genuine,images/family_b/family_b_003812_fine_grained_edit.png,labels/family_b_003812_fine_grained_edit.json
family_b_003813_coordinated_full_forgery,family_b,e2467e41c32db2cd,v1,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003813_coordinated_full_forgery.png,labels/family_b_003813_coordinated_full_forgery.json
family_b_003814_visual_splice,family_b,e2467e41c32db2cd,v1,visual_splice,forged,forged,images/family_b/family_b_003814_visual_splice.png,labels/family_b_003814_visual_splice.json
family_b_003815_visual_splice,family_b,e2467e41c32db2cd,v1,visual_splice,forged,forged,images/family_b/family_b_003815_visual_splice.png,labels/family_b_003815_visual_splice.json
family_b_003816_visual_splice,family_b,e2467e41c32db2cd,v1,visual_splice,forged,forged,images/family_b/family_b_003816_visual_splice.png,labels/family_b_003816_visual_splice.json
family_b_003828_genuine,family_b,309ae7cc008a7fc6,v2,genuine,genuine,genuine,images/family_b/family_b_003828_genuine.png,labels/family_b_003828_genuine.json
family_b_003829_text_qr_mismatch,family_b,309ae7cc008a7fc6,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_003829_text_qr_mismatch.png,labels/family_b_003829_text_qr_mismatch.json
family_b_003830_qr_only_mismatch,family_b,309ae7cc008a7fc6,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_003830_qr_only_mismatch.png,labels/family_b_003830_qr_only_mismatch.json
family_b_003831_checksum_invalid,family_b,309ae7cc008a7fc6,v2,checksum_invalid,forged,genuine,images/family_b/family_b_003831_checksum_invalid.png,labels/family_b_003831_checksum_invalid.json
family_b_003832_format_invalid,family_b,309ae7cc008a7fc6,v2,format_invalid,forged,genuine,images/family_b/family_b_003832_format_invalid.png,labels/family_b_003832_format_invalid.json
family_b_003833_field_missing,family_b,309ae7cc008a7fc6,v2,field_missing,forged,genuine,images/family_b/family_b_003833_field_missing.png,labels/family_b_003833_field_missing.json
family_b_003834_fine_grained_edit,family_b,309ae7cc008a7fc6,v2,fine_grained_edit,forged,genuine,images/family_b/family_b_003834_fine_grained_edit.png,labels/family_b_003834_fine_grained_edit.json
family_b_003835_coordinated_full_forgery,family_b,309ae7cc008a7fc6,v2,coordinated_full_forgery,forged,genuine,images/family_b/family_b_003835_coordinated_full_forgery.png,labels/family_b_003835_coordinated_full_forgery.json
family_b_003836_visual_splice,family_b,309ae7cc008a7fc6,v2,visual_splice,forged,forged,images/family_b/family_b_003836_visual_splice.png,labels/family_b_003836_visual_splice.json
family_b_003837_visual_splice,family_b,309ae7cc008a7fc6,v2,visual_splice,forged,forged,images/family_b/family_b_003837_visual_splice.png,labels/family_b_003837_visual_splice.json
family_b_003838_visual_splice,family_b,309ae7cc008a7fc6,v2,visual_splice,forged,forged,images/family_b/family_b_003838_visual_splice.png,labels/family_b_003838_visual_splice.json
family_b_003850_genuine,family_b,cf09861146302887,v2,genuine,genuine,genuine,images/family_b/family_b_003850_genuine.png,labels/family_b_003850_genuine.json
family_b_003851_text_qr_mismatch,family_b,cf09861146302887,v2,text_qr_mismatch,forged,genuine,images/family_b/family_b_003851_text_qr_mismatch.png,labels/family_b_003851_text_qr_mismatch.json
family_b_003852_qr_only_mismatch,family_b,cf09861146302887,v2,qr_only_mismatch,forged,genuine,images/family_b/family_b_003852_qr_only_mismatch.png,labels/family_b_003852_qr_only_mismatch.json
family_b_003853_checksum_invalid,family_b,cf09861146302887,v2,checksum_invalid,forged,genuine,images/family_b/family_b_003853_checksum_invalid.png,labels/family_b_003853_checksum_invalid.json
family_b_003854_format_invalid,family_b,cf09861146302887,v2,format_invalid,forged,genuine,images/family_b/family_b_003854_format_invalid.png,labels/family_b_003854_format_invalid.json
family_b_003855_field_missing,family_b,cf09861146302887,v2,field_missing,forged,genuine,images/family_b/family_b_003855_field_missing.png,labels/family_b_003855_field_missing.json
